no;idstud;idschool;studwgt;math;read;migrant;books;hisei;paredu;female;urban
3100;10971590;1097;6.803529412;439;501;NA;2;34;1;1;0
3101;10971673;1097;6.803529412;548;435;0;NA;59;4;0;0
3102;10971688;1097;7.06520362;581;593;0;1;53;2;0;0
3103;10971724;1097;7.06520362;377;335;0;1;26;4;0;0
3104;10971923;1097;7.06520362;416;443;0;3;43;2;1;0
3105;10971935;1097;6.803529412;354;394;NA;6;NA;NA;0;0
3106;10971974;1097;7.06520362;437;377;1;2;NA;2;0;0
3107;10972072;1097;7.06520362;437;536;0;2;43;3;1;0
3108;10972216;1097;6.803529412;454;390;0;3;34;2;0;0
3109;10972286;1097;7.06520362;461;477;0;3;34;4;0;0
3110;10972642;1097;6.803529412;441;434;0;6;NA;5;0;0
3111;10972886;1097;6.803529412;484;431;NA;6;NA;1;0;0
3112;10972963;1097;7.06520362;464;409;1;2;34;4;1;0
3113;10973260;1097;6.803529412;415;509;NA;6;NA;NA;1;0
3114;10973641;1097;7.06520362;536;468;NA;6;NA;NA;1;0
3115;10973672;1097;6.803529412;539;517;0;3;34;4;0;0
3116;10973741;1097;6.803529412;550;580;0;4;43;2;1;0
3117;10974180;1097;6.803529412;428;419;0;6;NA;2;0;0
3118;10974298;1097;6.803529412;373;354;1;1;67;1;1;0
3119;10974321;1097;7.06520362;491;356;0;6;NA;2;0;0
3120;10974453;1097;6.803529412;338;345;NA;NA;NA;NA;0;0
3121;10974689;1097;7.06520362;377;383;0;1;71;NA;0;0
3122;10974743;1097;6.803529412;584;509;0;2;NA;NA;1;0
3123;10974803;1097;6.803529412;414;470;1;1;NA;NA;0;0
3124;10974937;1097;7.06520362;490;475;0;3;38;1;1;0
3125;10975211;1097;6.803529412;503;493;1;6;NA;7;0;0
3126;10975253;1097;7.06520362;498;462;0;3;34;1;1;0
3127;10975596;1097;6.803529412;452;438;1;NA;39;3;1;0
3128;10975627;1097;7.06520362;400;330;0;1;32;1;0;0
3129;10975650;1097;7.06520362;476;526;0;NA;NA;NA;1;0
3130;10975734;1097;6.803529412;536;549;0;1;16;6;1;0
3131;10975790;1097;7.06520362;298;406;0;1;NA;5;1;0
3132;10976044;1097;6.803529412;581;559;0;3;43;2;1;0
3133;10976051;1097;6.803529412;241;401;1;2;NA;1;1;0
3134;10976222;1097;6.803529412;538;471;1;5;NA;NA;1;0
3135;10976604;1097;6.803529412;360;476;0;2;NA;3;0;0
3136;10976708;1097;6.803529412;431;409;NA;5;45;NA;1;0
3137;10980172;1098;12.40226716;484;526;0;5;59;2;1;0
3138;10980180;1098;12.40226716;484;466;0;4;68;2;0;0
3139;10980500;1098;12.40226716;NA;524;NA;NA;NA;NA;1;0
3140;10980589;1098;12.40226716;470;559;0;3;70;7;1;0
3141;10980637;1098;10.63051471;639;557;0;3;43;2;0;0
3142;10980638;1098;10.63051471;648;614;0;4;56;2;1;0
3143;10980821;1098;10.63051471;503;493;0;2;51;4;0;0
3144;10980883;1098;10.63051471;466;473;0;2;32;2;1;0
3145;10981058;1098;12.40226716;291;NA;NA;NA;NA;NA;0;0
3146;10981608;1098;10.63051471;637;605;0;6;71;7;0;0
3147;10981777;1098;10.63051471;548;509;0;3;40;2;0;0
3148;10981782;1098;12.40226716;446;NA;0;5;56;4;0;0
3149;10982013;1098;10.63051471;397;447;0;2;34;2;0;0
3150;10982030;1098;12.40226716;466;480;1;5;34;7;0;0
3151;10982567;1098;10.63051471;386;396;0;2;43;2;0;0
3152;10982680;1098;10.63051471;560;540;0;3;25;5;1;0
3153;10983212;1098;12.40226716;539;579;0;3;45;2;1;0
3154;10983283;1098;12.40226716;476;373;0;1;34;4;0;0
3155;10983297;1098;12.40226716;616;NA;0;3;53;2;1;0
3156;10983752;1098;10.63051471;570;568;0;4;44;2;1;0
3157;10983849;1098;12.40226716;395;450;0;4;69;7;1;0
3158;10983867;1098;12.40226716;387;426;0;NA;45;3;0;0
3159;10984020;1098;12.40226716;562;566;0;5;53;6;1;0
3160;10984191;1098;10.63051471;562;529;0;3;43;4;0;0
3161;10984218;1098;10.63051471;498;523;0;3;16;2;1;0
3162;10984230;1098;12.40226716;NA;513;NA;NA;NA;NA;1;0
3163;10984260;1098;10.63051471;427;434;0;2;33;4;0;0
3164;10984264;1098;10.63051471;651;531;0;4;30;2;0;0
3165;10984312;1098;12.40226716;NA;487;NA;NA;NA;NA;0;0
3166;10984578;1098;12.40226716;NA;409;NA;NA;NA;NA;0;0
3167;10984659;1098;10.63051471;554;422;0;3;23;2;0;0
3168;10984678;1098;10.63051471;466;495;0;4;34;2;1;0
3169;10984717;1098;12.40226716;515;520;0;5;23;2;1;0
3170;10984745;1098;10.63051471;357;424;1;1;21;1;0;0
3171;10984792;1098;12.40226716;484;559;0;4;25;2;1;0
3172;10984960;1098;12.40226716;559;587;0;5;51;3;1;0
3173;10984996;1098;12.40226716;286;525;0;NA;30;4;1;0
3174;10985078;1098;12.40226716;460;504;0;3;38;4;1;0
3175;10985500;1098;10.63051471;416;497;0;3;43;2;1;0
3176;10985836;1098;10.63051471;550;475;0;4;43;2;1;0
3177;10986125;1098;10.63051471;550;416;0;3;23;2;0;0
3178;10986520;1098;10.63051471;660;516;0;5;51;3;0;0
3179;10986596;1098;10.63051471;554;409;0;4;43;3;0;0
3180;10986633;1098;10.63051471;560;540;0;5;51;2;1;0
3181;11000174;1100;9.812782805;NA;531;NA;NA;NA;NA;1;0
3182;11000193;1100;10.51369586;424;NA;0;5;60;5;1;0
3183;11000525;1100;10.51369586;298;359;1;1;20;1;1;0
3184;11000694;1100;10.51369586;NA;490;NA;NA;NA;NA;1;0
3185;11000750;1100;10.51369586;340;377;0;3;25;5;1;0
3186;11000943;1100;9.812782805;536;544;1;2;24;1;1;0
3187;11000989;1100;10.51369586;511;503;0;3;43;1;1;0
3188;11001517;1100;9.812782805;565;434;0;5;34;2;0;0
3189;11001776;1100;9.812782805;441;415;1;3;33;NA;0;0
3190;11001948;1100;9.812782805;550;529;NA;3;34;5;0;0
3191;11001982;1100;10.51369586;414;409;0;2;59;3;1;0
3192;11002272;1100;9.812782805;416;354;0;5;38;5;0;0
3193;11002277;1100;9.812782805;515;462;0;1;43;5;1;0
3194;11002318;1100;10.51369586;NA;469;NA;NA;NA;NA;1;0
3195;11002497;1100;9.812782805;400;483;1;2;20;NA;1;0
3196;11002528;1100;9.812782805;511;507;0;4;51;2;0;0
3197;11002736;1100;10.51369586;502;413;1;2;30;2;0;0
3198;11002877;1100;9.812782805;355;483;0;1;34;4;1;0
3199;11003179;1100;10.51369586;NA;473;NA;NA;NA;NA;1;0
3200;11003417;1100;9.812782805;466;408;1;5;45;NA;0;0
3201;11003630;1100;9.812782805;464;469;1;2;16;NA;0;0
3202;11003734;1100;10.51369586;319;368;1;1;29;5;1;0
3203;11003771;1100;9.812782805;464;541;1;1;68;4;1;0
3204;11004077;1100;9.812782805;570;511;1;2;34;4;1;0
3205;11004160;1100;9.812782805;515;571;0;NA;68;2;1;0
3206;11004773;1100;9.812782805;441;461;0;2;43;NA;1;0
3207;11004855;1100;9.812782805;515;491;0;3;38;5;1;0
3208;11005032;1100;10.51369586;428;464;1;2;20;1;1;0
3209;11005079;1100;10.51369586;548;492;0;1;34;2;0;0
3210;11005229;1100;9.812782805;NA;558;NA;NA;NA;NA;0;0
3211;11005451;1100;9.812782805;510;541;NA;4;NA;2;1;0
3212;11005786;1100;10.51369586;473;511;1;2;NA;6;1;0
3213;11005827;1100;10.51369586;348;435;0;1;30;1;1;0
3214;11006173;1100;9.812782805;498;527;0;1;NA;NA;0;0
3215;11006194;1100;10.51369586;338;381;1;4;30;4;1;0
3216;11006710;1100;9.812782805;454;414;0;3;16;NA;0;0
3217;11010177;1101;9.09619595;614;517;0;4;56;3;1;0
3218;11010458;1101;9.09619595;570;518;0;5;40;2;0;0
3219;11010496;1101;9.823891626;559;503;1;6;51;7;0;0
3220;11010711;1101;9.09619595;592;619;0;6;67;7;1;0
3221;11010729;1101;9.823891626;713;587;0;3;38;2;0;0
3222;11010736;1101;9.823891626;539;588;0;5;88;7;1;0
3223;11010905;1101;9.09619595;581;619;0;6;83;7;0;0
3224;11011084;1101;9.823891626;584;519;NA;NA;69;NA;0;0
3225;11011134;1101;9.823891626;573;623;0;5;70;6;1;0
3226;11011346;1101;9.09619595;573;661;0;6;88;7;1;0
3227;11011435;1101;9.823891626;570;511;0;3;45;1;0;0
3228;11011448;1101;9.09619595;616;582;0;4;68;4;0;0
3229;11011652;1101;9.823891626;581;546;0;6;69;3;1;0
3230;11011908;1101;9.823891626;699;554;0;3;45;3;0;0
3231;11012257;1101;9.09619595;527;646;0;6;NA;NA;1;0
3232;11012357;1101;9.823891626;539;625;0;4;43;2;1;0
3233;11012491;1101;9.823891626;550;488;0;4;70;3;0;0
3234;11012568;1101;9.09619595;NA;563;NA;NA;NA;NA;0;0
3235;11012976;1101;9.09619595;515;563;0;5;49;3;0;0
3236;11013125;1101;9.09619595;573;462;1;4;40;2;0;0
3237;11013170;1101;9.09619595;470;511;0;4;51;4;1;0
3238;11013193;1101;9.823891626;NA;606;NA;NA;NA;NA;1;0
3239;11013205;1101;9.823891626;628;582;1;6;34;4;1;0
3240;11013213;1101;9.823891626;NA;641;NA;NA;NA;NA;1;0
3241;11013412;1101;9.823891626;637;560;0;6;38;5;1;0
3242;11013479;1101;9.823891626;614;603;0;4;83;7;1;0
3243;11013593;1101;9.09619595;539;605;0;4;41;4;0;0
3244;11013666;1101;9.823891626;NA;492;NA;NA;NA;NA;1;0
3245;11013709;1101;9.823891626;594;543;0;4;45;1;0;0
3246;11013823;1101;9.823891626;637;539;0;4;55;7;0;0
3247;11013873;1101;9.09619595;562;502;0;6;NA;NA;0;0
3248;11014019;1101;9.823891626;628;482;NA;3;16;NA;1;0
3249;11014186;1101;9.09619595;570;547;0;6;71;6;0;0
3250;11014285;1101;9.09619595;527;596;0;6;29;1;1;0
3251;11014347;1101;9.09619595;454;526;0;5;40;2;1;0
3252;11014377;1101;9.09619595;539;549;0;6;51;3;0;0
3253;11014531;1101;9.09619595;648;670;0;6;88;7;0;0
3254;11015053;1101;9.09619595;503;462;0;4;69;7;0;0
3255;11015087;1101;9.09619595;498;509;0;5;69;3;1;0
3256;11015100;1101;9.823891626;626;599;0;3;49;2;0;0
3257;11015110;1101;9.09619595;603;542;0;5;66;7;0;0
3258;11015166;1101;9.09619595;685;598;0;6;69;3;0;0
3259;11015256;1101;9.823891626;592;516;1;2;20;NA;0;0
3260;11015399;1101;9.823891626;584;NA;0;5;43;2;0;0
3261;11015759;1101;9.09619595;417;425;1;3;40;7;0;0
3262;11015855;1101;9.823891626;559;559;0;4;66;6;1;0
3263;11016124;1101;9.09619595;470;636;0;6;56;3;1;0
3264;11016391;1101;9.09619595;428;572;0;6;88;7;0;0
3265;11016564;1101;9.823891626;651;646;1;3;50;4;1;0
3266;11016605;1101;9.823891626;639;584;0;6;55;4;0;0
3267;11016614;1101;9.09619595;527;608;0;5;50;NA;1;0
3268;11016684;1101;9.09619595;562;508;0;6;NA;7;0;0
3269;11016773;1101;9.823891626;651;617;0;6;69;3;1;0
3270;11020186;1102;9.352358979;409;562;0;3;48;2;1;0
3271;11020280;1102;8.945734675;397;457;0;4;34;4;0;0
3272;11020600;1102;9.352358979;470;469;0;3;NA;4;0;0
3273;11020611;1102;9.352358979;454;459;0;1;31;2;0;0
3274;11020641;1102;8.945734675;548;453;0;4;67;6;1;0
3275;11020758;1102;8.945734675;476;364;1;3;20;1;1;0
3276;11020776;1102;9.352358979;286;NA;1;4;30;2;1;0
3277;11020890;1102;8.945734675;415;394;1;6;74;3;0;0
3278;11021105;1102;9.352358979;524;598;0;5;33;3;0;0
3279;11021262;1102;9.352358979;454;413;0;3;NA;5;0;0
3280;11021293;1102;8.945734675;409;405;0;3;34;3;0;0
3281;11021494;1102;8.945734675;335;423;0;1;26;1;1;0
3282;11021526;1102;9.352358979;478;NA;1;1;20;1;0;0
3283;11021646;1102;9.352358979;321;474;0;1;51;NA;0;0
3284;11021685;1102;9.352358979;460;348;1;2;33;1;1;0
3285;11021718;1102;8.945734675;390;292;0;3;55;1;0;0
3286;11021791;1102;8.945734675;319;306;1;3;30;1;0;0
3287;11021827;1102;9.352358979;414;428;1;1;29;1;1;0
3288;11021899;1102;8.945734675;428;340;1;3;43;NA;1;0
3289;11021902;1102;8.945734675;428;480;1;1;24;NA;1;0
3290;11021918;1102;8.945734675;286;286;0;6;NA;2;0;0
3291;11022238;1102;9.352358979;476;570;0;4;43;2;1;0
3292;11022325;1102;9.352358979;NA;613;NA;NA;NA;NA;1;0
3293;11022499;1102;8.945734675;437;NA;0;3;25;5;0;0
3294;11022576;1102;8.945734675;431;344;0;NA;NA;2;0;0
3295;11022709;1102;8.945734675;NA;376;NA;NA;NA;NA;1;0
3296;11022778;1102;9.352358979;490;457;0;1;43;2;0;0
3297;11022797;1102;9.352358979;370;376;0;2;54;1;0;0
3298;11022891;1102;8.945734675;446;554;0;3;66;6;1;0
3299;11023001;1102;9.352358979;498;543;0;4;43;6;1;0
3300;11023035;1102;8.945734675;408;458;0;4;NA;1;1;0
3301;11023461;1102;8.945734675;360;409;1;5;88;7;1;0
3302;11023615;1102;9.352358979;491;NA;1;1;16;1;0;0
3303;11023646;1102;9.352358979;431;499;0;3;45;4;1;0
3304;11023749;1102;8.945734675;490;431;NA;3;25;NA;0;0
3305;11024589;1102;9.352358979;415;418;1;3;43;2;1;0
3306;11024621;1102;8.945734675;548;559;0;4;43;4;1;0
3307;11024694;1102;8.945734675;498;444;0;2;45;2;1;0
3308;11024719;1102;9.352358979;369;461;1;2;34;2;1;0
3309;11025328;1102;9.352358979;437;419;0;5;55;2;0;0
3310;11025692;1102;8.945734675;377;422;1;3;16;1;1;0
3311;11025810;1102;9.352358979;397;396;1;2;51;4;0;0
3312;11025811;1102;9.352358979;476;471;1;2;40;3;0;0
3313;11026163;1102;8.945734675;286;219;NA;1;NA;NA;0;0
3314;11026186;1102;8.945734675;335;NA;1;6;39;4;0;0
3315;11026384;1102;9.352358979;409;468;0;2;48;6;0;0
3316;11026413;1102;8.945734675;460;400;0;1;NA;7;0;0
3317;11026442;1102;8.945734675;370;425;1;3;69;7;1;0
3318;11026677;1102;9.352358979;414;453;1;1;38;NA;1;0
3319;11026694;1102;9.352358979;371;386;0;2;51;NA;1;0
3320;11030188;1103;7.972886029;491;465;1;NA;NA;NA;0;0
3321;11030232;1103;8.910872621;470;470;0;3;NA;4;1;0
3322;11030286;1103;8.910872621;515;515;0;4;34;5;1;0
3323;11030335;1103;7.972886029;491;552;0;4;43;5;1;0
3324;11030476;1103;7.972886029;439;462;0;1;43;2;1;0
3325;11030689;1103;8.910872621;460;450;0;3;NA;2;1;0
3326;11030726;1103;7.972886029;524;393;NA;1;NA;7;0;0
3327;11030955;1103;8.910872621;326;378;NA;NA;NA;NA;0;0
3328;11030999;1103;7.972886029;605;560;0;3;56;2;0;0
3329;11031011;1103;8.352547269;478;502;0;1;20;1;1;0
3330;11031243;1103;8.910872621;498;402;0;2;NA;2;0;0
3331;11031386;1103;8.910872621;550;543;NA;NA;30;NA;1;0
3332;11031431;1103;7.972886029;460;501;0;3;23;2;1;0
3333;11031487;1103;7.972886029;572;486;0;3;43;2;0;0
3334;11031537;1103;8.910872621;460;579;0;6;16;4;1;0
3335;11031539;1103;8.910872621;484;NA;1;NA;NA;NA;0;0
3336;11031541;1103;8.910872621;503;488;0;3;43;4;1;0
3337;11031694;1103;8.910872621;439;498;NA;NA;45;NA;1;0
3338;11031826;1103;7.972886029;387;449;0;NA;NA;NA;0;0
3339;11032069;1103;8.352547269;515;497;0;4;49;2;1;0
3340;11032092;1103;8.352547269;453;541;0;6;53;3;1;0
3341;11032258;1103;7.972886029;460;444;1;1;NA;4;0;0
3342;11032260;1103;7.972886029;570;517;0;5;43;2;0;0
3343;11032297;1103;8.910872621;491;NA;1;NA;NA;NA;0;0
3344;11032532;1103;7.972886029;550;553;0;5;51;5;1;0
3345;11032685;1103;7.972886029;626;665;0;5;43;2;1;0
3346;11032722;1103;8.352547269;439;483;0;3;NA;3;1;0
3347;11033123;1103;8.352547269;527;534;0;1;43;2;0;0
3348;11033177;1103;7.972886029;486;439;0;3;NA;4;0;0
3349;11033227;1103;8.352547269;486;NA;0;3;NA;2;1;0
3350;11033279;1103;8.352547269;417;520;0;5;66;6;1;0
3351;11033430;1103;8.352547269;570;573;0;4;23;NA;0;0
3352;11033564;1103;8.910872621;511;467;1;4;NA;7;0;0
3353;11033628;1103;7.972886029;562;636;0;5;50;4;1;0
3354;11033789;1103;8.910872621;527;427;NA;1;34;1;0;0
3355;11033854;1103;8.352547269;548;611;0;6;70;7;1;0
3356;11033879;1103;8.352547269;453;489;0;3;38;5;1;0
3357;11033905;1103;7.972886029;241;456;0;2;NA;2;0;0
3358;11034005;1103;7.972886029;548;441;0;1;43;1;0;0
3359;11034184;1103;7.972886029;550;458;0;5;51;3;0;0
3360;11034333;1103;8.352547269;417;498;0;4;50;3;0;0
3361;11034357;1103;8.352547269;515;509;0;3;35;1;1;0
3362;11034485;1103;8.352547269;548;461;0;4;53;NA;0;0
3363;11034495;1103;7.972886029;498;521;0;6;55;2;0;0
3364;11034586;1103;8.910872621;515;485;0;1;NA;NA;0;0
3365;11034692;1103;8.910872621;491;497;0;3;30;4;0;0
3366;11034730;1103;8.910872621;660;548;0;4;NA;2;1;0
3367;11034778;1103;8.910872621;466;448;0;NA;NA;NA;0;0
3368;11034885;1103;7.972886029;570;553;0;6;NA;2;1;0
3369;11035083;1103;8.352547269;581;500;0;5;45;2;0;0
3370;11035198;1103;8.352547269;603;570;0;3;51;4;1;0
3371;11035492;1103;8.352547269;NA;491;NA;NA;NA;NA;1;0
3372;11035503;1103;8.910872621;605;507;NA;NA;NA;NA;0;0
3373;11035554;1103;8.352547269;498;453;0;2;23;1;0;0
3374;11035580;1103;8.352547269;595;504;0;3;NA;NA;0;0
3375;11036103;1103;8.352547269;446;528;0;3;51;2;0;0
3376;11036210;1103;8.352547269;584;512;0;3;33;2;1;0
3377;11036343;1103;8.910872621;573;603;0;NA;45;4;0;0
3378;11036436;1103;8.352547269;573;500;NA;2;49;5;0;0
3379;11036557;1103;8.352547269;527;533;0;4;56;3;1;0
3380;11080205;1108;11.06294102;637;543;0;5;NA;NA;0;0
3381;11080303;1108;10.69417632;515;667;0;6;68;4;1;0
3382;11080579;1108;11.06294102;594;471;0;5;54;6;1;0
3383;11080760;1108;10.69417632;663;664;0;6;69;7;1;0
3384;11080978;1108;10.69417632;550;627;0;6;88;7;0;0
3385;11080996;1108;11.06294102;637;509;0;4;NA;NA;0;0
3386;11081007;1108;10.69417632;592;553;1;6;71;7;1;0
3387;11081061;1108;10.69417632;735;579;0;3;69;7;0;0
3388;11081394;1108;11.06294102;637;604;0;4;NA;NA;1;0
3389;11081401;1108;10.69417632;673;530;0;5;34;5;1;0
3390;11081497;1108;10.69417632;524;449;0;1;51;2;0;0
3391;11081515;1108;11.06294102;NA;573;NA;NA;NA;NA;0;0
3392;11081886;1108;11.06294102;616;581;0;4;43;4;0;0
3393;11081946;1108;11.06294102;603;556;0;6;51;6;0;0
3394;11081999;1108;10.69417632;548;594;0;5;51;2;1;0
3395;11082231;1108;10.69417632;581;622;0;6;67;7;1;0
3396;11082352;1108;11.06294102;685;711;0;4;51;4;1;0
3397;11082650;1108;11.06294102;594;523;0;5;51;4;1;0
3398;11082751;1108;11.06294102;527;555;0;4;60;2;1;0
3399;11082762;1108;11.06294102;685;515;1;6;83;7;0;0
3400;11082915;1108;11.06294102;703;529;0;6;NA;7;0;0
3401;11083012;1108;10.69417632;651;628;0;4;43;2;0;0
3402;11083306;1108;10.69417632;562;562;0;2;43;3;1;0
3403;11083488;1108;10.69417632;NA;638;NA;NA;NA;NA;0;0
3404;11083652;1108;11.06294102;673;591;0;6;43;2;0;0
3405;11083805;1108;11.06294102;660;566;0;NA;88;7;0;0
3406;11083898;1108;10.69417632;605;520;1;3;34;2;0;0
3407;11083979;1108;10.69417632;NA;591;NA;NA;NA;NA;1;0
3408;11084092;1108;10.69417632;581;505;1;4;70;6;0;0
3409;11084328;1108;11.06294102;NA;647;NA;NA;NA;NA;1;0
3410;11084366;1108;10.69417632;628;596;0;4;50;5;0;0
3411;11084515;1108;11.06294102;637;576;0;6;38;7;0;0
3412;11084548;1108;11.06294102;673;613;0;4;29;4;1;0
3413;11084814;1108;11.06294102;663;604;0;4;51;3;1;0
3414;11084837;1108;11.06294102;573;619;0;6;16;2;1;0
3415;11085034;1108;10.69417632;639;615;0;4;43;2;1;0
3416;11085076;1108;10.69417632;484;571;0;3;51;2;1;0
3417;11085121;1108;11.06294102;703;546;1;6;51;2;0;0
3418;11085127;1108;11.06294102;536;508;0;6;34;6;0;0
3419;11085181;1108;10.69417632;637;NA;0;5;46;2;0;0
3420;11085330;1108;11.06294102;573;518;0;4;NA;NA;1;0
3421;11085353;1108;10.69417632;539;547;0;4;43;2;1;0
3422;11085417;1108;11.06294102;718;552;1;NA;16;2;0;0
3423;11085421;1108;11.06294102;614;NA;0;5;55;3;0;0
3424;11085501;1108;10.69417632;584;591;NA;6;69;7;0;0
3425;11085723;1108;10.69417632;470;504;0;3;38;1;0;0
3426;11085795;1108;11.06294102;562;567;0;3;59;5;1;0
3427;11085999;1108;10.69417632;437;607;0;4;50;2;1;0
3428;11086022;1108;11.06294102;562;NA;0;6;23;2;1;0
3429;11086109;1108;11.06294102;663;534;NA;NA;NA;NA;0;0
3430;11086262;1108;11.06294102;685;596;0;4;NA;NA;1;0
3431;11086338;1108;10.69417632;559;606;0;6;51;4;1;0
3432;11086421;1108;10.69417632;527;580;0;5;51;7;0;0
3433;11086502;1108;10.69417632;581;559;0;6;70;6;0;0
3434;11086529;1108;11.06294102;548;528;0;2;38;2;1;0
3435;11086531;1108;10.69417632;524;539;0;5;51;NA;1;0
3436;11086575;1108;10.69417632;628;475;0;6;69;NA;0;0
3437;11086644;1108;11.06294102;NA;628;NA;NA;NA;NA;0;0
3438;11086726;1108;10.69417632;660;557;0;5;54;3;1;0
3439;11100224;1110;10.63051471;675;484;0;3;53;2;1;0
3440;11100332;1110;11.59692513;321;295;1;3;34;7;1;0
3441;11100607;1110;10.63051471;626;438;0;3;30;2;0;0
3442;11100743;1110;11.59692513;270;NA;1;1;31;2;1;0
3443;11100869;1110;10.63051471;651;425;0;6;16;2;0;0
3444;11101352;1110;10.63051471;637;537;0;4;43;2;0;0
3445;11101984;1110;10.63051471;559;433;0;2;34;2;0;0
3446;11102529;1110;11.59692513;371;503;0;3;26;2;1;0
3447;11102664;1110;11.59692513;408;502;NA;6;40;2;1;0
3448;11102681;1110;11.59692513;431;495;0;2;51;4;1;0
3449;11102701;1110;10.63051471;NA;577;NA;NA;NA;NA;0;0
3450;11103157;1110;10.63051471;660;557;0;4;70;NA;0;0
3451;11103234;1110;11.59692513;388;412;0;4;44;2;1;0
3452;11103688;1110;10.63051471;729;603;0;5;NA;3;1;0
3453;11103810;1110;11.59692513;354;409;0;6;43;2;0;0
3454;11103988;1110;10.63051471;526;466;0;5;30;5;0;0
3455;11104163;1110;10.63051471;616;543;1;3;34;2;0;0
3456;11104566;1110;10.63051471;614;526;0;3;23;4;1;0
3457;11104965;1110;11.59692513;386;429;0;2;30;4;0;0
3458;11105197;1110;10.63051471;614;576;0;3;51;2;0;0
3459;11105341;1110;10.63051471;476;516;0;3;34;2;0;0
3460;11105541;1110;11.59692513;321;364;0;4;34;3;0;0
3461;11105550;1110;11.59692513;390;382;0;3;40;2;0;0
3462;11105721;1110;11.59692513;355;345;0;5;30;2;1;0
3463;11105942;1110;10.63051471;559;496;0;2;34;2;0;0
3464;11106241;1110;10.63051471;562;448;0;3;45;2;0;0
3465;11106424;1110;10.63051471;461;504;0;5;34;2;0;0
3466;11106555;1110;11.59692513;402;430;1;3;30;2;0;0
3467;11106742;1110;10.63051471;616;575;0;3;25;2;1;0
3468;11110235;1111;14.03838306;453;447;0;NA;NA;NA;0;0
3469;11110563;1111;14.03838306;562;555;0;3;43;2;1;0
3470;11110569;1111;14.03838306;581;595;0;2;70;4;0;0
3471;11110727;1111;14.03838306;460;439;1;1;NA;NA;1;0
3472;11110936;1111;14.03838306;453;366;NA;NA;NA;NA;0;0
3473;11111032;1111;14.03838306;286;300;0;NA;NA;NA;0;0
3474;11111174;1111;14.03838306;321;325;0;2;NA;7;0;0
3475;11111300;1111;14.03838306;498;490;1;1;30;3;1;0
3476;11111861;1111;14.64874754;357;NA;1;1;34;1;1;0
3477;11112001;1111;14.03838306;581;512;0;3;NA;3;0;0
3478;11112178;1111;14.03838306;527;532;1;NA;29;4;0;0
3479;11112299;1111;14.03838306;543;513;0;4;NA;NA;0;0
3480;11112321;1111;14.64874754;603;556;0;4;74;5;1;0
3481;11112375;1111;14.64874754;573;583;0;3;43;2;1;0
3482;11112518;1111;14.03838306;515;554;0;1;NA;NA;1;0
3483;11112548;1111;14.64874754;548;NA;0;6;NA;NA;0;0
3484;11112629;1111;14.64874754;415;348;NA;NA;NA;NA;0;0
3485;11112669;1111;14.64874754;454;472;0;1;34;4;0;0
3486;11112780;1111;14.64874754;581;567;NA;3;NA;2;1;0
3487;11112809;1111;14.64874754;390;544;1;3;34;1;1;0
3488;11112845;1111;14.03838306;510;456;1;5;51;NA;1;0
3489;11112940;1111;14.64874754;651;633;0;5;16;2;1;0
3490;11113004;1111;14.64874754;550;469;0;2;39;2;0;0
3491;11113211;1111;14.03838306;479;458;NA;3;88;7;0;0
3492;11113215;1111;14.64874754;272;312;0;1;28;NA;0;0
3493;11113330;1111;14.64874754;515;522;1;5;23;NA;1;0
3494;11113657;1111;14.64874754;386;475;0;3;31;1;1;0
3495;11113737;1111;14.03838306;354;413;0;3;NA;NA;0;0
3496;11113790;1111;14.03838306;527;525;0;3;28;2;1;0
3497;11113882;1111;14.64874754;511;407;1;4;34;NA;0;0
3498;11114121;1111;14.64874754;663;629;0;5;52;1;1;0
3499;11114243;1111;14.03838306;NA;NA;NA;NA;NA;NA;0;0
3500;11114955;1111;14.64874754;515;412;0;NA;NA;NA;0;0
3501;11115039;1111;14.64874754;377;287;0;4;54;4;0;0
3502;11115506;1111;14.64874754;491;483;0;3;24;2;1;0
3503;11115531;1111;14.03838306;572;538;1;3;25;5;0;0
3504;11115572;1111;14.03838306;354;444;0;3;NA;2;1;0
3505;11115683;1111;14.03838306;524;481;0;3;68;3;1;0
3506;11115741;1111;14.64874754;439;487;1;3;35;1;0;0
3507;11115832;1111;14.64874754;486;511;NA;NA;NA;NA;1;0
3508;11116071;1111;14.64874754;539;476;0;6;52;3;0;0
3509;11116153;1111;14.64874754;614;577;0;3;45;4;0;0
3510;11116191;1111;14.03838306;498;387;0;3;23;7;0;0
3511;11116387;1111;14.64874754;503;375;NA;2;NA;NA;0;0
3512;11116447;1111;14.03838306;524;555;0;6;NA;4;0;0
3513;11116477;1111;14.03838306;729;609;0;5;66;7;1;0
3514;11116643;1111;14.64874754;651;658;0;3;NA;2;1;0
3515;11130246;1113;9.899315282;371;382;1;5;NA;3;0;0
3516;11130285;1113;10.79925303;354;377;0;2;30;1;1;0
3517;11130350;1113;9.899315282;498;511;0;2;43;2;0;0
3518;11130515;1113;9.899315282;298;325;1;2;NA;2;1;0
3519;11130610;1113;10.79925303;370;402;1;2;30;1;1;0
3520;11130626;1113;10.79925303;348;375;1;2;29;3;1;0
3521;11130792;1113;10.79925303;354;327;0;6;NA;NA;0;0
3522;11130795;1113;9.899315282;409;438;0;4;53;4;0;0
3523;11131019;1113;9.899315282;409;NA;0;3;51;3;1;0
3524;11131249;1113;10.79925303;321;267;0;2;NA;1;0;0
